S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
6019,08/05/2020,Kerala,503,25,474,4
6020,09/05/2020,Kerala,503,15,484,4
6021,10/05/2020,Kerala,505,16,485,4
6022,11/05/2020,Kerala,512,19,489,4
6023,12/05/2020,Kerala,519,26,489,4
6024,13/05/2020,Kerala,524,31,489,4
6025,14/05/2020,Kerala,534,40,490,4
6026,15/05/2020,Kerala,560,65,491,4
6027,16/05/2020,Kerala,576,80,492,4
6028,17/05/2020,Kerala,587,88,495,4
6029,18/05/2020,Kerala,601,100,497,4
6030,19/05/2020,Kerala,630,129,497,4
6031,20/05/2020,Kerala,642,141,497,4
6032,21/05/2020,Kerala,666,160,502,4
6033,22/05/2020,Kerala,690,176,510,4
6034,23/05/2020,Kerala,732,216,512,4
6035,24/05/2020,Kerala,795,276,515,4
6036,25/05/2020,Kerala,847,322,521,4
6037,26/05/2020,Kerala,896,359,532,5
6038,27/05/2020,Kerala,963,415,542,6
6039,28/05/2020,Kerala,1004,445,552,7
6040,29/05/2020,Kerala,1088,526,555,7
6041,30/05/2020,Kerala,1150,577,565,8
6042,31/05/2020,Kerala,1208,624,575,9
6043,01/06/2020,Kerala,1269,670,590,9
6044,02/06/2020,Kerala,1326,708,608,10
6045,03/06/2020,Kerala,1412,774,627,11
6046,04/06/2020,Kerala,1494,832,651,11
6047,05/06/2020,Kerala,1588,884,690,14
6048,06/06/2020,Kerala,1699,973,712,14
6049,07/06/2020,Kerala,1807,1030,762,15
6050,08/06/2020,Kerala,1914,1096,803,15
6051,09/06/2020,Kerala,2005,1175,814,16
6052,10/06/2020,Kerala,2096,1232,848,16
6053,11/06/2020,Kerala,2161,1238,905,18
6054,12/06/2020,Kerala,2244,1258,968,18
6055,13/06/2020,Kerala,2322,1303,1000,19
6056,14/06/2020,Kerala,2407,1342,1046,19
6057,15/06/2020,Kerala,2461,1340,1102,19
6058,16/06/2020,Kerala,2543,1348,1175,20
6059,17/06/2020,Kerala,2622,1366,1236,20
6060,18/06/2020,Kerala,2697,1351,1326,20
6061,19/06/2020,Kerala,2794,1358,1415,21
6062,20/06/2020,Kerala,2912,1380,1511,21
6063,21/06/2020,Kerala,3039,1450,1568,21
6064,22/06/2020,Kerala,3172,1490,1661,21
6065,23/06/2020,Kerala,3310,1540,1749,21
6066,24/06/2020,Kerala,3451,1620,1809,22
6067,25/06/2020,Kerala,3603,1693,1888,22
6068,26/06/2020,Kerala,3726,1761,1943,22
6069,27/06/2020,Kerala,3876,1846,2008,22
6070,28/06/2020,Kerala,4071,1939,2110,22
6071,29/06/2020,Kerala,4189,2015,2152,22
6072,30/06/2020,Kerala,4189,2015,2152,22
6073,01/07/2020,Kerala,4442,2112,2306,24
6074,02/07/2020,Kerala,4593,2130,2439,24
6075,03/07/2020,Kerala,4753,2088,2640,25
6076,04/07/2020,Kerala,4964,2098,2841,25
6077,05/07/2020,Kerala,5204,2131,3048,25
6078,06/07/2020,Kerala,5429,2230,3174,25
6079,07/07/2020,Kerala,5622,2254,3341,27
6080,08/07/2020,Kerala,5894,2415,3452,27
6081,09/07/2020,Kerala,6195,2609,3559,27
6082,10/07/2020,Kerala,6534,2799,3708,27
6083,11/07/2020,Kerala,6950,3103,3820,27
6084,12/07/2020,Kerala,7438,3446,3963,29
6085,13/07/2020,Kerala,7873,3747,4095,31
6086,14/07/2020,Kerala,8322,4032,4257,33
6087,15/07/2020,Kerala,8930,4458,4438,34
6088,16/07/2020,Kerala,9553,4884,4634,35
6089,17/07/2020,Kerala,10275,5376,4862,37
6090,18/07/2020,Kerala,11066,6033,4995,38
6091,19/07/2020,Kerala,11659,6420,5199,40
6092,20/07/2020,Kerala,12480,7067,5371,42
6093,21/07/2020,Kerala,13274,7615,5616,43
6094,22/07/2020,Kerala,13994,8060,5890,44
6095,23/07/2020,Kerala,15032,8825,6162,45
6096,24/07/2020,Kerala,16110,9466,6594,50
6097,25/07/2020,Kerala,16995,9379,7562,54
6098,26/07/2020,Kerala,18098,9428,8611,59
6099,27/07/2020,Kerala,19025,9664,9300,61
6100,28/07/2020,Kerala,19727,9619,10045,63
6101,29/07/2020,Kerala,20894,10103,10724,67
6102,30/07/2020,Kerala,21797,10364,11365,68
6103,31/07/2020,Kerala,22303,10074,12159,70
6104,01/08/2020,Kerala,23613,10517,13023,73
6105,02/08/2020,Kerala,24742,10886,13775,81
6106,03/08/2020,Kerala,25911,11366,14463,82
6107,04/08/2020,Kerala,26873,11511,15278,84
6108,05/08/2020,Kerala,27956,11570,16299,87
6109,06/08/2020,Kerala,29151,11524,17533,94
6110,07/08/2020,Kerala,30449,12019,18333,97
6111,08/08/2020,Kerala,31700,12451,19147,102
6112,09/08/2020,Kerala,33120,12152,20862,106
6113,10/08/2020,Kerala,34331,12391,21832,108
6114,11/08/2020,Kerala,35515,12784,22616,115
6115,12/08/2020,Kerala,36932,12770,24042,120
6116,13/08/2020,Kerala,38144,13096,24922,126
6117,14/08/2020,Kerala,39708,13891,25688,129
6118,15/08/2020,Kerala,41277,14146,26992,139
6119,16/08/2020,Kerala,42885,14944,27795,146
6120,17/08/2020,Kerala,44415,15365,28894,156
6121,18/08/2020,Kerala,46140,15946,30025,169
6122,19/08/2020,Kerala,47898,16333,31390,175
6123,20/08/2020,Kerala,50231,17442,32607,182
6124,21/08/2020,Kerala,52199,18184,33824,191
6125,22/08/2020,Kerala,54182,18736,35243,203
6126,23/08/2020,Kerala,56354,19601,36535,218
6127,24/08/2020,Kerala,58262,20394,37645,223
6128,25/08/2020,Kerala,59504,20387,38883,234
6129,26/08/2020,Kerala,61879,21296,40339,244
6130,27/08/2020,Kerala,64355,22408,41690,257
6131,28/08/2020,Kerala,66761,22737,43757,267
6132,29/08/2020,Kerala,69304,23176,45854,274
6133,30/08/2020,Kerala,71701,23342,48079,280
6134,31/08/2020,Kerala,73855,23719,49849,287
6135,01/09/2020,Kerala,75385,23553,51538,294
6136,02/09/2020,Kerala,76525,22578,53649,298
6137,03/09/2020,Kerala,78072,21989,55778,305
6138,04/09/2020,Kerala,79625,21582,57728,315
6139,05/09/2020,Kerala,82104,21334,60444,326
6140,06/09/2020,Kerala,84759,21867,62555,337
6141,07/09/2020,Kerala,87841,22743,64751,347
6142,08/09/2020,Kerala,89489,22133,66997,359
6143,09/09/2020,Kerala,92515,23280,68863,372
6144,10/09/2020,Kerala,95917,24616,70917,384
6145,11/09/2020,Kerala,99266,26292,72578,396
6146,12/09/2020,Kerala,102254,27944,73900,410
6147,13/09/2020,Kerala,105139,28870,75844,425
6148,14/09/2020,Kerala,108278,30140,77699,439
6149,15/09/2020,Kerala,110818,30555,79809,454
6150,16/09/2020,Kerala,114033,31226,82341,466
6151,17/09/2020,Kerala,117863,32775,84608,480
6152,18/09/2020,Kerala,122214,34380,87345,489
6153,19/09/2020,Kerala,126381,35795,90085,501
6154,20/09/2020,Kerala,131005,37535,92951,519
6155,21/09/2020,Kerala,135721,39484,95702,535
6156,22/09/2020,Kerala,138631,39354,98724,553
6157,23/09/2020,Kerala,142756,40453,101731,572
6158,24/09/2020,Kerala,148132,42858,104682,592
6159,25/09/2020,Kerala,154456,45993,107850,613
6160,26/09/2020,Kerala,160933,48967,111331,635
6161,27/09/2020,Kerala,167939,52753,114530,656
6162,28/09/2020,Kerala,175384,56786,117921,677
6163,29/09/2020,Kerala,179922,57957,121268,697
6164,30/09/2020,Kerala,187276,61869,124688,719
6165,01/10/2020,Kerala,196106,67140,128224,742
6166,02/10/2020,Kerala,204241,72418,131052,771
6167,03/10/2020,Kerala,213499,77564,135144,791
6168,04/10/2020,Kerala,221333,80900,139620,813
6169,05/10/2020,Kerala,229886,84579,144471,836
6170,06/10/2020,Kerala,234928,84958,149111,859
6171,07/10/2020,Kerala,242799,87823,154092,884
6172,08/10/2020,Kerala,253405,92246,160253,906
6173,09/10/2020,Kerala,258850,90664,167256,930
6174,10/10/2020,Kerala,268100,91841,175304,955
6175,11/10/2020,Kerala,279855,96003,182874,978
6176,12/10/2020,Kerala,289202,96401,191798,1003
6177,13/10/2020,Kerala,295132,94473,199634,1025
6178,14/10/2020,Kerala,303896,95493,207357,1046
6179,15/10/2020,Kerala,310140,93925,215149,1066
6180,16/10/2020,Kerala,317929,94609,222231,1089
6181,17/10/2020,Kerala,325212,95101,228998,1113
6182,18/10/2020,Kerala,334228,96100,236989,1139
6183,19/10/2020,Kerala,341859,95299,245399,1161
6184,20/10/2020,Kerala,346881,92831,252868,1182
6185,21/10/2020,Kerala,353472,92023,260243,1206
6186,22/10/2020,Kerala,361841,93527,267082,1232
6187,23/10/2020,Kerala,369323,93393,274675,1255
6188,24/10/2020,Kerala,377834,95760,280793,1281
6189,25/10/2020,Kerala,386087,97520,287261,1306
6190,26/10/2020,Kerala,392930,96688,294910,1332
6191,27/10/2020,Kerala,397217,93848,302017,1352
6192,28/10/2020,Kerala,402674,92266,309032,1376
6193,29/10/2020,Kerala,411464,93369,316692,1403
6194,30/10/2020,Kerala,418484,91889,325166,1429
6195,31/10/2020,Kerala,425122,90671,332994,1457
6196,01/11/2020,Kerala,433105,91297,340324,1484
6197,02/11/2020,Kerala,440130,89783,348835,1512
6198,03/11/2020,Kerala,444268,86792,355943,1533
6199,04/11/2020,Kerala,451130,84826,364745,1559
6200,05/11/2020,Kerala,459646,85108,372951,1587
6201,06/11/2020,Kerala,466466,84203,380650,1613
6202,07/11/2020,Kerala,473468,83324,388504,1640
6203,08/11/2020,Kerala,480669,83377,395624,1668
6204,09/11/2020,Kerala,486109,81940,402477,1692
6205,10/11/2020,Kerala,489702,79528,408460,1714
6206,11/11/2020,Kerala,495712,78812,415158,1742
6207,12/11/2020,Kerala,502719,78538,422410,1771
6208,13/11/2020,Kerala,508256,77931,428529,1796
6209,14/11/2020,Kerala,514060,77508,434730,1822
6210,15/11/2020,Kerala,520417,77046,441523,1848
6211,16/11/2020,Kerala,524998,74922,448207,1869
6212,17/11/2020,Kerala,527708,71046,454774,1888
6213,18/11/2020,Kerala,533500,70191,461394,1915
6214,19/11/2020,Kerala,539919,69516,468460,1943
6215,20/11/2020,Kerala,545641,68352,475320,1969
6216,21/11/2020,Kerala,551669,67954,481718,1997
6217,22/11/2020,Kerala,557441,66982,488437,2022
6218,23/11/2020,Kerala,562695,65982,494664,2049
6219,24/11/2020,Kerala,566452,64292,500089,2071
6220,25/11/2020,Kerala,571872,64539,505238,2095
6221,26/11/2020,Kerala,578363,65234,511008,2121
6222,27/11/2020,Kerala,583741,64615,516978,2148
6223,28/11/2020,Kerala,587707,64014,521522,2171
6224,29/11/2020,Kerala,593957,64964,526797,2196
6225,30/11/2020,Kerala,599600,64719,532658,2223
6226,01/12/2020,Kerala,602982,62025,538713,2244
6227,02/12/2020,Kerala,608357,61223,544864,2270
6228,03/12/2020,Kerala,614673,61587,550788,2298
6229,04/12/2020,Kerala,620049,61342,556378,2329
6230,05/12/2020,Kerala,625767,61535,561874,2358
6231,06/12/2020,Kerala,631615,61531,567694,2390
6232,07/12/2020,Kerala,636392,61063,572911,2418
6233,08/12/2020,Kerala,639664,59607,577616,2441
6234,09/12/2020,Kerala,644696,59873,582351,2472
6235,10/12/2020,Kerala,649571,60066,586998,2507
6236,11/12/2020,Kerala,654041,59663,591845,2533
6237,12/12/2020,Kerala,658683,59528,596593,2562
6238,13/12/2020,Kerala,664632,60177,601861,2594
6239,14/12/2020,Kerala,669330,59588,607119,2623
6240,15/12/2020,Kerala,672037,57790,611600,2647
6241,17/12/2020,Kerala,683440,58339,622394,2707
6242,18/12/2020,Kerala,688409,58311,627364,2734
6243,19/12/2020,Kerala,693865,59043,632065,2757
6244,20/12/2020,Kerala,700158,60558,636814,2786
6245,21/12/2020,Kerala,705869,61768,641285,2816
6246,22/12/2020,Kerala,709292,60670,645779,2843
6247,23/12/2020,Kerala,715341,61635,650836,2870
6248,24/12/2020,Kerala,721510,62974,655644,2892
6249,25/12/2020,Kerala,726687,63328,660445,2914
6250,26/12/2020,Kerala,732084,64203,664951,2930
6251,27/12/2020,Kerala,735611,63927,668733,2951
6252,28/12/2020,Kerala,740516,65344,672196,2976
6253,29/12/2020,Kerala,743563,64205,676368,2990
6254,30/12/2020,Kerala,749450,65039,681397,3014
6255,31/12/2020,Kerala,755718,65572,687104,3042
6256,03/01/2021,Kerala,771252,65560,702576,3116
6257,04/01/2021,Kerala,775852,65467,707244,3141
6258,05/01/2021,Kerala,778873,63324,712389,3160
6259,06/01/2021,Kerala,784488,63993,717311,3184
6260,07/01/2021,Kerala,790882,65252,722421,3209
6261,08/01/2021,Kerala,795933,64639,728060,3234
6262,09/01/2021,Kerala,801075,64434,733384,3257
6263,10/01/2021,Kerala,806603,64516,738808,3279
6264,11/01/2021,Kerala,811148,64379,743467,3302
6265,12/01/2021,Kerala,814258,63547,747389,3322
6266,13/01/2021,Kerala,819765,64759,751659,3347
6267,14/01/2021,Kerala,825769,65579,756817,3373
6268,15/01/2021,Kerala,831259,66713,761154,3392
6269,16/01/2021,Kerala,836883,67711,765757,3415
6270,17/01/2021,Kerala,842843,68633,770768,3442
6271,18/01/2021,Kerala,847848,69209,775176,3463
6272,19/01/2021,Kerala,851194,68617,779097,3480
6273,20/01/2021,Kerala,857380,70481,783393,3506
6274,21/01/2021,Kerala,864195,69914,790757,3524
6275,22/01/2021,Kerala,870529,69998,796986,3545
6276,23/01/2021,Kerala,877282,70624,803094,3564
6277,24/01/2021,Kerala,884242,72278,808377,3587
6278,25/01/2021,Kerala,890278,73121,813550,3607
6279,27/01/2021,Kerala,899932,71843,824446,3643
6280,28/01/2021,Kerala,905591,72476,829452,3663
6281,29/01/2021,Kerala,911362,72634,835046,3682
6282,30/01/2021,Kerala,917630,72482,841444,3704
6283,31/01/2021,Kerala,923912,71714,848476,3722
6284,01/02/2021,Kerala,929178,71229,854206,3743
6285,02/02/2021,Kerala,932637,69456,859421,3760
6286,03/02/2021,Kerala,938353,69409,865168,3776
6287,04/02/2021,Kerala,944709,69365,871548,3796
6288,05/02/2021,Kerala,950811,69109,877889,3813
6289,06/02/2021,Kerala,956421,68047,884542,3832
6290,07/02/2021,Kerala,962363,67795,890720,3848
6291,08/02/2021,Kerala,968438,67903,896668,3867
6292,09/02/2021,Kerala,972180,65670,902627,3883
6293,10/02/2021,Kerala,977394,64390,909102,3902
6294,11/02/2021,Kerala,983374,64607,914847,3920
6295,12/02/2021,Kerala,988655,64180,920539,3936
6296,13/02/2021,Kerala,994052,64227,925871,3954
6297,14/02/2021,Kerala,999523,63847,931706,3970
6298,15/02/2021,Kerala,1004135,63752,936398,3985
6299,16/02/2021,Kerala,1007019,61550,941471,3998
6300,17/02/2021,Kerala,1011956,61030,946910,4016
6301,18/02/2021,Kerala,1016848,61074,951742,4032
6302,19/02/2021,Kerala,1021432,60451,956935,4046
6303,20/02/2021,Kerala,1025937,60087,961789,4061
6304,21/02/2021,Kerala,1030587,58883,967630,4074
6305,22/02/2021,Kerala,1034657,58593,971975,4089
6306,23/02/2021,Kerala,1036869,55752,977012,4105
6307,24/02/2021,Kerala,1040903,54949,981835,4119
6308,25/02/2021,Kerala,1045009,53153,987720,4136
6309,26/02/2021,Kerala,1048686,52164,992372,4150
6310,27/02/2021,Kerala,1052357,51679,996514,4164
6311,01/03/2021,Kerala,1059403,49709,1005497,4197
6312,02/03/2021,Kerala,1061341,48159,1008972,4210
6313,03/03/2021,Kerala,1064279,47569,1012484,4226
6314,04/03/2021,Kerala,1067044,46288,1016515,4241
6315,06/03/2021,Kerala,1072436,43856,1024309,4271
6316,07/03/2021,Kerala,1075227,43114,1027826,4287
6317,08/03/2021,Kerala,1077327,41162,1031865,4300
6318,09/03/2021,Kerala,1078739,39532,1034895,4312
6319,10/03/2021,Kerala,1081055,37446,1039281,4328
6320,11/03/2021,Kerala,1083530,35715,1043473,4342
6321,13/03/2021,Kerala,1087443,32471,1050603,4369
6322,14/03/2021,Kerala,1089478,31238,1053859,4381
6323,15/03/2021,Kerala,1091270,29777,1057097,4396
6324,12/03/2020,Ladakh,3,3,0,0
6325,13/03/2020,Ladakh,3,3,0,0
6326,14/03/2020,Ladakh,3,3,0,0
6327,15/03/2020,Ladakh,3,3,0,0
6328,16/03/2020,Ladakh,4,4,0,0
6329,17/03/2020,Ladakh,6,6,0,0
6330,18/03/2020,Ladakh,8,8,0,0
6331,19/03/2020,Ladakh,8,8,0,0
6332,20/03/2020,Ladakh,10,10,0,0
6333,21/03/2020,Ladakh,13,13,0,0
6334,22/03/2020,Ladakh,13,13,0,0
6335,23/03/2020,Ladakh,13,13,0,0
6336,24/03/2020,Ladakh,13,13,0,0
6337,25/03/2020,Ladakh,13,13,0,0
6338,26/03/2020,Ladakh,13,13,0,0
6339,27/03/2020,Ladakh,13,10,3,0
6340,28/03/2020,Ladakh,13,10,3,0
6341,29/03/2020,Ladakh,13,10,3,0
6342,30/03/2020,Ladakh,13,10,3,0
6343,31/03/2020,Ladakh,13,10,3,0
6344,01/04/2020,Ladakh,13,10,3,0
6345,02/04/2020,Ladakh,13,10,3,0
6346,03/04/2020,Ladakh,14,11,3,0
6347,04/04/2020,Ladakh,14,11,3,0
6348,05/04/2020,Ladakh,14,4,10,0
6349,06/04/2020,Ladakh,14,4,10,0
6350,07/04/2020,Ladakh,14,4,10,0
6351,08/04/2020,Ladakh,14,4,10,0
6352,09/04/2020,Ladakh,14,4,10,0
6353,10/04/2020,Ladakh,15,5,10,0
6354,11/04/2020,Ladakh,15,5,10,0
6355,12/04/2020,Ladakh,15,5,10,0
6356,13/04/2020,Ladakh,15,5,10,0
6357,14/04/2020,Ladakh,15,5,10,0
6358,15/04/2020,Ladakh,17,7,10,0
6359,16/04/2020,Ladakh,17,7,10,0
6360,17/04/2020,Ladakh,18,4,14,0
6361,18/04/2020,Ladakh,18,4,14,0
6362,19/04/2020,Ladakh,18,4,14,0
6363,20/04/2020,Ladakh,18,4,14,0
6364,21/04/2020,Ladakh,18,4,14,0
6365,22/04/2020,Ladakh,18,4,14,0
6366,23/04/2020,Ladakh,18,4,14,0
6367,24/04/2020,Ladakh,18,4,14,0
6368,25/04/2020,Ladakh,20,6,14,0
6369,26/04/2020,Ladakh,20,6,14,0
6370,27/04/2020,Ladakh,20,6,14,0
6371,28/04/2020,Ladakh,20,6,14,0
6372,29/04/2020,Ladakh,22,6,16,0
6373,30/04/2020,Ladakh,22,6,16,0
6374,01/05/2020,Ladakh,22,6,16,0
6375,02/05/2020,Ladakh,22,5,17,0
6376,03/05/2020,Ladakh,22,5,17,0
6377,04/05/2020,Ladakh,41,24,17,0
6378,05/05/2020,Ladakh,41,24,17,0
6379,06/05/2020,Ladakh,41,24,17,0
6380,07/05/2020,Ladakh,41,24,17,0
6381,08/05/2020,Ladakh,42,25,17,0
6382,09/05/2020,Ladakh,42,25,17,0
6383,10/05/2020,Ladakh,42,25,17,0
6384,11/05/2020,Ladakh,42,21,21,0
6385,12/05/2020,Ladakh,42,21,21,0
6386,13/05/2020,Ladakh,42,21,21,0
6387,14/05/2020,Ladakh,43,21,22,0
6388,15/05/2020,Ladakh,43,21,22,0
6389,16/05/2020,Ladakh,43,21,22,0
6390,17/05/2020,Ladakh,43,21,22,0
6391,18/05/2020,Ladakh,43,19,24,0
6392,19/05/2020,Ladakh,43,2,41,0
6393,20/05/2020,Ladakh,43,0,43,0
6394,21/05/2020,Ladakh,44,1,43,0
6395,22/05/2020,Ladakh,44,1,43,0
6396,23/05/2020,Ladakh,44,1,43,0
6397,24/05/2020,Ladakh,49,6,43,0
6398,25/05/2020,Ladakh,52,9,43,0
6399,26/05/2020,Ladakh,52,9,43,0
6400,27/05/2020,Ladakh,53,10,43,0
6401,28/05/2020,Ladakh,53,10,43,0
6402,29/05/2020,Ladakh,73,30,43,0
6403,30/05/2020,Ladakh,74,31,43,0
6404,31/05/2020,Ladakh,74,31,43,0
6405,01/06/2020,Ladakh,74,31,43,0
6406,02/06/2020,Ladakh,77,34,43,0
6407,03/06/2020,Ladakh,81,33,47,1
6408,04/06/2020,Ladakh,90,41,48,1
6409,05/06/2020,Ladakh,90,41,48,1
6410,06/06/2020,Ladakh,97,48,48,1
6411,07/06/2020,Ladakh,99,50,48,1
6412,08/06/2020,Ladakh,103,52,50,1
6413,09/06/2020,Ladakh,103,50,52,1
6414,10/06/2020,Ladakh,108,55,52,1
6415,11/06/2020,Ladakh,115,62,52,1
6416,12/06/2020,Ladakh,135,80,54,1
6417,13/06/2020,Ladakh,239,176,62,1
6418,14/06/2020,Ladakh,437,368,68,1
6419,15/06/2020,Ladakh,549,468,80,1
6420,16/06/2020,Ladakh,555,472,82,1
6421,17/06/2020,Ladakh,649,563,85,1
6422,18/06/2020,Ladakh,687,594,92,1
6423,19/06/2020,Ladakh,687,591,95,1
6424,20/06/2020,Ladakh,744,648,95,1
6425,21/06/2020,Ladakh,836,718,117,1
6426,22/06/2020,Ladakh,837,702,134,1
6427,23/06/2020,Ladakh,847,710,136,1
6428,24/06/2020,Ladakh,932,783,148,1
6429,25/06/2020,Ladakh,941,666,274,1
6430,26/06/2020,Ladakh,941,582,358,1
6431,27/06/2020,Ladakh,946,587,358,1
6432,28/06/2020,Ladakh,960,405,554,1
6433,29/06/2020,Ladakh,963,376,586,1
6434,30/06/2020,Ladakh,964,347,616,1
6435,01/07/2020,Ladakh,973,324,648,1
6436,02/07/2020,Ladakh,990,295,694,1
6437,03/07/2020,Ladakh,990,259,730,1
6438,04/07/2020,Ladakh,1001,223,777,1
6439,05/07/2020,Ladakh,1005,178,826,1
6440,06/07/2020,Ladakh,1005,178,826,1
6441,07/07/2020,Ladakh,1005,168,836,1
6442,08/07/2020,Ladakh,1041,204,836,1
6443,09/07/2020,Ladakh,1041,204,836,1
6444,10/07/2020,Ladakh,1055,139,915,1
6445,11/07/2020,Ladakh,1064,146,917,1
6446,12/07/2020,Ladakh,1077,148,928,1
6447,13/07/2020,Ladakh,1086,157,928,1
6448,14/07/2020,Ladakh,1093,146,946,1
6449,15/07/2020,Ladakh,1093,146,946,1
6450,16/07/2020,Ladakh,1142,177,964,1
6451,17/07/2020,Ladakh,1147,176,970,1
6452,18/07/2020,Ladakh,1151,177,973,1
6453,19/07/2020,Ladakh,1159,173,985,1
6454,20/07/2020,Ladakh,1178,173,1003,2
6455,21/07/2020,Ladakh,1195,186,1007,2
6456,22/07/2020,Ladakh,1198,186,1010,2
6457,23/07/2020,Ladakh,1206,186,1018,2
6458,24/07/2020,Ladakh,1210,183,1025,2
6459,25/07/2020,Ladakh,1246,209,1035,2
6460,26/07/2020,Ladakh,1276,216,1057,3
6461,27/07/2020,Ladakh,1285,218,1063,4
6462,28/07/2020,Ladakh,1306,236,1066,4
6463,29/07/2020,Ladakh,1327,254,1067,6
6464,30/07/2020,Ladakh,1347,261,1080,6
6465,31/07/2020,Ladakh,1378,277,1094,7
6466,01/08/2020,Ladakh,1404,302,1095,7
6467,02/08/2020,Ladakh,1462,347,1108,7
6468,03/08/2020,Ladakh,1466,351,1108,7
6469,04/08/2020,Ladakh,1485,369,1109,7
6470,05/08/2020,Ladakh,1534,400,1127,7
6471,06/08/2020,Ladakh,1592,421,1164,7
6472,07/08/2020,Ladakh,1595,411,1177,7
6473,08/08/2020,Ladakh,1614,411,1194,9
6474,09/08/2020,Ladakh,1639,416,1214,9
6475,10/08/2020,Ladakh,1688,457,1222,9
6476,11/08/2020,Ladakh,1717,471,1237,9
6477,12/08/2020,Ladakh,1770,506,1255,9
6478,13/08/2020,Ladakh,1811,528,1274,9
6479,14/08/2020,Ladakh,1849,558,1282,9
6480,15/08/2020,Ladakh,1879,567,1303,9
6481,16/08/2020,Ladakh,1909,592,1307,10
6482,17/08/2020,Ladakh,1948,578,1356,14
6483,18/08/2020,Ladakh,1966,584,1368,14
6484,19/08/2020,Ladakh,2010,598,1395,17
6485,20/08/2020,Ladakh,2048,633,1397,18
6486,21/08/2020,Ladakh,2077,623,1436,18
6487,22/08/2020,Ladakh,2133,665,1449,19
6488,23/08/2020,Ladakh,2210,720,1469,21
6489,24/08/2020,Ladakh,2279,765,1491,23
6490,25/08/2020,Ladakh,2330,790,1517,23
6491,26/08/2020,Ladakh,2420,847,1549,24
6492,27/08/2020,Ladakh,2451,846,1580,25
6493,28/08/2020,Ladakh,2492,825,1640,27
6494,29/08/2020,Ladakh,2540,798,1714,28
6495,30/08/2020,Ladakh,2603,826,1745,32
6496,31/08/2020,Ladakh,2638,847,1757,34
6497,01/09/2020,Ladakh,2681,773,1874,34
6498,02/09/2020,Ladakh,2733,720,1978,35
6499,03/09/2020,Ladakh,2785,743,2007,35
6500,04/09/2020,Ladakh,2840,766,2039,35
6501,05/09/2020,Ladakh,2935,815,2085,35
6502,06/09/2020,Ladakh,2996,834,2127,35
6503,07/09/2020,Ladakh,3036,850,2151,35
6504,08/09/2020,Ladakh,3064,818,2211,35
6505,09/09/2020,Ladakh,3102,856,2211,35
6506,10/09/2020,Ladakh,3142,778,2329,35
6507,11/09/2020,Ladakh,3177,775,2366,36
6508,12/09/2020,Ladakh,3228,803,2387,38
6509,13/09/2020,Ladakh,3294,841,2414,39
6510,14/09/2020,Ladakh,3345,869,2436,40
6511,15/09/2020,Ladakh,3419,903,2475,41
6512,16/09/2020,Ladakh,3499,938,2517,44
6513,17/09/2020,Ladakh,3535,953,2536,46
6514,18/09/2020,Ladakh,3576,972,2558,46
6515,19/09/2020,Ladakh,3635,987,2600,48
6516,20/09/2020,Ladakh,3708,993,2666,49
6517,21/09/2020,Ladakh,3753,1013,2691,49
6518,22/09/2020,Ladakh,3832,1047,2735,50
6519,23/09/2020,Ladakh,3887,1028,2809,50
6520,24/09/2020,Ladakh,3933,1038,2844,51
6521,25/09/2020,Ladakh,3969,1022,2893,54
6522,26/09/2020,Ladakh,4025,998,2971,56
6523,27/09/2020,Ladakh,4093,1018,3018,57
6524,28/09/2020,Ladakh,4103,1013,3032,58
6525,29/09/2020,Ladakh,4152,1030,3064,58
6526,30/09/2020,Ladakh,4195,1030,3107,58
6527,01/10/2020,Ladakh,4269,1064,3147,58
6528,02/10/2020,Ladakh,4360,1067,3232,61
6529,03/10/2020,Ladakh,4429,1094,3274,61
6530,04/10/2020,Ladakh,4477,1101,3315,61
6531,05/10/2020,Ladakh,4521,1106,3354,61
6532,06/10/2020,Ladakh,4641,1166,3414,61
6533,07/10/2020,Ladakh,4720,1195,3464,61
6534,08/10/2020,Ladakh,4802,1228,3511,63
6535,09/10/2020,Ladakh,4902,1299,3540,63
6536,10/10/2020,Ladakh,4987,1038,3886,63
6537,11/10/2020,Ladakh,5059,1022,3973,64
6538,12/10/2020,Ladakh,5081,980,4037,64
6539,13/10/2020,Ladakh,5151,961,4126,64
6540,14/10/2020,Ladakh,5238,969,4205,64
6541,15/10/2020,Ladakh,5304,979,4261,64
6542,16/10/2020,Ladakh,5393,1018,4310,65
6543,17/10/2020,Ladakh,5441,915,4461,65
6544,18/10/2020,Ladakh,5534,933,4535,66
6545,19/10/2020,Ladakh,5598,917,4615,66
6546,20/10/2020,Ladakh,5647,880,4701,66
6547,21/10/2020,Ladakh,5695,841,4787,67
6548,22/10/2020,Ladakh,5781,848,4865,68
6549,23/10/2020,Ladakh,5812,842,4902,68
6550,24/10/2020,Ladakh,5840,788,4984,68
6551,25/10/2020,Ladakh,5913,790,5052,71
6552,26/10/2020,Ladakh,5933,736,5126,71
6553,27/10/2020,Ladakh,5978,691,5216,71
6554,28/10/2020,Ladakh,6024,689,5262,73
6555,29/10/2020,Ladakh,6085,642,5369,74
6556,30/10/2020,Ladakh,6139,627,5438,74
6557,31/10/2020,Ladakh,6194,627,5493,74
6558,01/11/2020,Ladakh,6270,656,5539,75
6559,02/11/2020,Ladakh,6287,583,5629,75
